fields.centroid;Année;Type EPCI;CODE GRAND SECTEUR;Code Departement;fields.nombre_de_mailles_secretisees;Nom COMMUNE;Nom Departement;Code EPCI;Code Region;Code COMMUNE;CODE SECTEUR NAF2;CODE CATEGORIE CONSOMMATION;Nb sites;Nom Region;Conso moyenne (MWh);Conso totale (MWh);Nom EPCI;geometry.type;geometry_coord;Superficie des logements 30 à 40 m2;Residences principales apres 2016;Residences principales de 2006 a 2015;Residences principales de 1991 a 2005;Superficie des logements 60 à 80 m2;Residences principales de 1946 a 1970;Residences principales avant 1919;Residences principales de 1971 a 1990;Superficie des logements 40 à 60 m2;Superficie des logements < 30 m2;Nombre d'habitants;Taux de logements collectifs;Residences principales de 1919 a 1945;Superficie des logements > 100 m2;Taux de résidences principales;Superficie des logements 80 à 100 m2;Taux de chauffage électrique;Conso moyenne usages thermosensibles (MWh);Conso moyenne corrigée de l'aléa climatique  usages thermosensibles (MWh);DJU à TR;Conso totale corrigée de l'aléa climatique  usages thermosensibles (MWh);Part thermosensible (%);Conso totale  usages thermosensibles (MWh);Thermosensibilité totale (kWh/DJU);Conso totale  usages non thermosensibles (MWh);Thermosensibilité moyenne (kWh/DJU);Conso moyenne  usages non thermosensibles (MWh);DJU à TN
[45.650444716, 6.087489525];2018;CA;INCONNU;73;1;Aillon-le-Vieux;Savoie;200069110;84;73005;;PRO;;Auvergne-Rhône-Alpes;;;CA Chambéry Métropole-Coeur des Bauges;Point;[6.087489525, 45.650444716];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.566465331, 6.613573271];2018;CC;AGRICULTURE;73;0;Aime-la-Plagne;Savoie;247300817;84;73006;;PRO;16.0;Auvergne-Rhône-Alpes;14.602528139001361;233.64045022402178;CC Les Versants d'Aime;Point;[6.613573271, 45.566465331];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.573232172, 6.256701971];2018;CC;TERTIAIRE;73;0;Aiton;Savoie;247300676;84;73007;70;ENT;1.0;Auvergne-Rhône-Alpes;58.575;58.575;CC Porte de Maurienne;Point;[6.256701971, 45.573232172];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.573232172, 6.256701971];2018;CC;RESIDENTIEL;73;0;Aiton;Savoie;247300676;84;73007;;RES;617.0;Auvergne-Rhône-Alpes;5.454859871847952;3365.6485409301868;CC Porte de Maurienne;Point;[6.256701971, 45.573232172];3.04877610733268;0.813020645716144;17.0731667267042;35.569109320591;20.5284531568949;9.55283864485612;12.8048801764384;21.1382083783615;10.9756145120388;2.03251056300807;1733.0;28.3944534432393;3.04877610733268;37.1951300863822;94.0089394219477;26.2195155743434;33.9430885547999;2.0104415033949596;2.1139213645745545;1702.8985000000055;1304.2894819425;36.86;1240.44240759469;728.430031264157;3.4444183684529928;1.1805997265221346;2125.206133335497;1790.5487500000038
[45.696880561, 5.903940196];2018;CA;TERTIAIRE;73;0;Aix-les-Bains;Savoie;200068674;84;73008;70;ENT;5.0;Auvergne-Rhône-Alpes;116.00658369523632;580.0329184761816;CA Grand Lac - CA du Lac du Bourget;Point;[5.903940196, 45.696880561];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.696880561, 5.903940196];2018;CA;TERTIAIRE;73;0;Aix-les-Bains;Savoie;200068674;84;73008;77;ENT;2.0;Auvergne-Rhône-Alpes;987.211952839496;1974.423905678992;CA Grand Lac - CA du Lac du Bourget;Point;[5.903940196, 45.696880561];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.696880561, 5.903940196];2018;CA;TERTIAIRE;73;0;Aix-les-Bains;Savoie;200068674;84;73008;88;ENT;11.0;Auvergne-Rhône-Alpes;156.48121244572985;1721.2933369030286;CA Grand Lac - CA du Lac du Bourget;Point;[5.903940196, 45.696880561];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.696880561, 5.903940196];2018;CA;AGRICULTURE;73;0;Aix-les-Bains;Savoie;200068674;84;73008;;PRO;17.0;Auvergne-Rhône-Alpes;4.056770389991181;68.96509662985007;CA Grand Lac - CA du Lac du Bourget;Point;[5.903940196, 45.696880561];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.668297972, 6.404333115];2018;CA;TERTIAIRE;73;0;Albertville;Savoie;200068997;84;73011;36;ENT;1.0;Auvergne-Rhône-Alpes;362.86640966752753;362.86640966752753;CA Arlysère;Point;[6.404333115, 45.668297972];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.668297972, 6.404333115];2018;CA;TERTIAIRE;73;0;Albertville;Savoie;200068997;84;73011;46;ENT;10.0;Auvergne-Rhône-Alpes;209.00733542275276;2090.0733542275275;CA Arlysère;Point;[6.404333115, 45.668297972];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.668297972, 6.404333115];2018;CA;TERTIAIRE;73;0;Albertville;Savoie;200068997;84;73011;52;ENT;2.0;Auvergne-Rhône-Alpes;204.13660973050446;408.2732194610089;CA Arlysère;Point;[6.404333115, 45.668297972];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.668297972, 6.404333115];2018;CA;INDUSTRIE;73;0;Albertville;Savoie;200068997;84;73011;;PRO;91.0;Auvergne-Rhône-Alpes;9.401758101005939;855.5599871915404;CA Arlysère;Point;[6.404333115, 45.668297972];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.188708798, 6.339642267];2018;CC;AGRICULTURE;73;0;Albiez-Montrond;Savoie;200070464;84;73013;;PRO;13.0;Auvergne-Rhône-Alpes;11.912936462209462;154.868174008723;CC Coeur de Maurienne Arvan;Point;[6.339642267, 45.188708798];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.188708798, 6.339642267];2018;CC;INCONNU;73;0;Albiez-Montrond;Savoie;200070464;84;73013;;PRO;55.0;Auvergne-Rhône-Alpes;3.4357327924438765;188.9653035844132;CC Coeur de Maurienne Arvan;Point;[6.339642267, 45.188708798];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.711712162, 6.371619949];2018;CA;AGRICULTURE;73;1;Allondaz;Savoie;200068997;84;73014;;PRO;;Auvergne-Rhône-Alpes;;;CA Arlysère;Point;[6.371619949, 45.711712162];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.711712162, 6.371619949];2018;CA;INCONNU;73;1;Allondaz;Savoie;200068997;84;73014;;PRO;;Auvergne-Rhône-Alpes;;;CA Arlysère;Point;[6.371619949, 45.711712162];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.51043558, 6.07404533];2018;CC;TERTIAIRE;73;0;Arbin;Savoie;200041010;84;73018;;PRO;40.0;Auvergne-Rhône-Alpes;11.94674406750191;477.8697627000764;CC Coeur de Savoie;Point;[6.07404533, 45.51043558];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.676505932, 5.852237503];2018;CA;TERTIAIRE;73;0;Bourdeau;Savoie;200068674;84;73050;68;ENT;1.0;Auvergne-Rhône-Alpes;21.09349591028216;21.09349591028216;CA Grand Lac - CA du Lac du Bourget;Point;[5.852237503, 45.676505932];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.676505932, 5.852237503];2018;CA;INDUSTRIE;73;1;Bourdeau;Savoie;200068674;84;73050;;PRO;;Auvergne-Rhône-Alpes;;;CA Grand Lac - CA du Lac du Bourget;Point;[5.852237503, 45.676505932];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.664967921, 6.766555728];2018;CC;TERTIAIRE;73;0;Bourg-Saint-Maurice;Savoie;247300254;84;73054;47;ENT;15.0;Auvergne-Rhône-Alpes;311.1367695279986;4667.051542919979;CC de Haute-Tarentaise;Point;[6.766555728, 45.664967921];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.664967921, 6.766555728];2018;CC;TERTIAIRE;73;0;Bourg-Saint-Maurice;Savoie;247300254;84;73054;53;ENT;1.0;Auvergne-Rhône-Alpes;42.29723309009067;42.29723309009067;CC de Haute-Tarentaise;Point;[6.766555728, 45.664967921];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.664967921, 6.766555728];2018;CC;TERTIAIRE;73;0;Bourg-Saint-Maurice;Savoie;247300254;84;73054;59;ENT;1.0;Auvergne-Rhône-Alpes;163.6532690727414;163.6532690727414;CC de Haute-Tarentaise;Point;[6.766555728, 45.664967921];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.664967921, 6.766555728];2018;CC;TERTIAIRE;73;0;Bourg-Saint-Maurice;Savoie;247300254;84;73054;84;ENT;31.0;Auvergne-Rhône-Alpes;120.65473614420102;3740.296820470232;CC de Haute-Tarentaise;Point;[6.766555728, 45.664967921];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.664967921, 6.766555728];2018;CC;TERTIAIRE;73;1;Bourg-Saint-Maurice;Savoie;247300254;84;73054;;PRO;1270.0;Auvergne-Rhône-Alpes;9.202680298795663;11687.403979470491;CC de Haute-Tarentaise;Point;[6.766555728, 45.664967921];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.482062173, 6.21174046];2018;CC;INDUSTRIE;73;0;Bourget-en-Huile;Savoie;200041010;84;73052;16;ENT;1.0;Auvergne-Rhône-Alpes;58.21401132707867;58.21401132707867;CC Coeur de Savoie;Point;[6.21174046, 45.482062173];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.553083794, 6.245407151];2018;CC;AGRICULTURE;73;1;Bourgneuf;Savoie;200041010;84;73053;;PRO;;Auvergne-Rhône-Alpes;;;CC Coeur de Savoie;Point;[6.245407151, 45.553083794];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.454075505, 6.570029866];2018;CC;TERTIAIRE;73;0;Brides-les-Bains;Savoie;200040798;84;73057;36;ENT;2.0;Auvergne-Rhône-Alpes;34.81588080178101;69.63176160356203;CC Val Vanoise;Point;[6.570029866, 45.454075505];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.454075505, 6.570029866];2018;CC;TERTIAIRE;73;0;Brides-les-Bains;Savoie;200040798;84;73057;55;ENT;20.0;Auvergne-Rhône-Alpes;191.697103974537;3833.94207949074;CC Val Vanoise;Point;[6.570029866, 45.454075505];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.454075505, 6.570029866];2018;CC;TERTIAIRE;73;0;Brides-les-Bains;Savoie;200040798;84;73057;74;ENT;1.0;Auvergne-Rhône-Alpes;12.399478271917564;12.399478271917564;CC Val Vanoise;Point;[6.570029866, 45.454075505];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.454075505, 6.570029866];2018;CC;TERTIAIRE;73;0;Brides-les-Bains;Savoie;200040798;84;73057;96;ENT;3.0;Auvergne-Rhône-Alpes;1301.864402657107;3905.593207971321;CC Val Vanoise;Point;[6.570029866, 45.454075505];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.454075505, 6.570029866];2018;CC;INDUSTRIE;73;1;Brides-les-Bains;Savoie;200040798;84;73057;;PRO;;Auvergne-Rhône-Alpes;;;CC Val Vanoise;Point;[6.570029866, 45.454075505];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.737901697, 5.884541862];2018;CA;TERTIAIRE;73;0;Brison-Saint-Innocent;Savoie;200068674;84;73059;68;ENT;2.0;Auvergne-Rhône-Alpes;51.2778989022162;102.5557978044324;CA Grand Lac - CA du Lac du Bourget;Point;[5.884541862, 45.737901697];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.549891087, 5.983865559];2018;CA;TERTIAIRE;73;0;Challes-les-Eaux;Savoie;200069110;84;73064;45;ENT;1.0;Auvergne-Rhône-Alpes;42.7678145338662;42.7678145338662;CA Chambéry Métropole-Coeur des Bauges;Point;[5.983865559, 45.549891087];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.549891087, 5.983865559];2018;CA;TERTIAIRE;73;0;Challes-les-Eaux;Savoie;200069110;84;73064;;PRO;343.0;Auvergne-Rhône-Alpes;10.898394714942448;3738.1493872252595;CA Chambéry Métropole-Coeur des Bauges;Point;[5.983865559, 45.549891087];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.583611651, 5.908826049];2018;CA;INDUSTRIE;73;0;Chambéry;Savoie;200069110;84;73065;25;ENT;7.0;Auvergne-Rhône-Alpes;1376.5860319727426;9636.102223809197;CA Chambéry Métropole-Coeur des Bauges;Point;[5.908826049, 45.583611651];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.583611651, 5.908826049];2018;CA;TERTIAIRE;73;0;Chambéry;Savoie;200069110;84;73065;45;ENT;13.0;Auvergne-Rhône-Alpes;180.53149164409905;2346.9093913732877;CA Chambéry Métropole-Coeur des Bauges;Point;[5.908826049, 45.583611651];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.583611651, 5.908826049];2018;CA;TERTIAIRE;73;0;Chambéry;Savoie;200069110;84;73065;52;ENT;9.0;Auvergne-Rhône-Alpes;177.1211345906787;1594.0902113161083;CA Chambéry Métropole-Coeur des Bauges;Point;[5.908826049, 45.583611651];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.583611651, 5.908826049];2018;CA;TERTIAIRE;73;0;Chambéry;Savoie;200069110;84;73065;64;ENT;13.0;Auvergne-Rhône-Alpes;96.08321630922487;1249.0818120199233;CA Chambéry Métropole-Coeur des Bauges;Point;[5.908826049, 45.583611651];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.583611651, 5.908826049];2018;CA;TERTIAIRE;73;0;Chambéry;Savoie;200069110;84;73065;66;ENT;2.0;Auvergne-Rhône-Alpes;26.417786102876985;52.83557220575397;CA Chambéry Métropole-Coeur des Bauges;Point;[5.908826049, 45.583611651];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.583611651, 5.908826049];2018;CA;TERTIAIRE;73;0;Chambéry;Savoie;200069110;84;73065;77;ENT;4.0;Auvergne-Rhône-Alpes;150.23023124838727;600.9209249935491;CA Chambéry Métropole-Coeur des Bauges;Point;[5.908826049, 45.583611651];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.583611651, 5.908826049];2018;CA;TERTIAIRE;73;0;Chambéry;Savoie;200069110;84;73065;80;ENT;1.0;Auvergne-Rhône-Alpes;80.01624634657281;80.01624634657281;CA Chambéry Métropole-Coeur des Bauges;Point;[5.908826049, 45.583611651];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.583611651, 5.908826049];2018;CA;TERTIAIRE;73;0;Chambéry;Savoie;200069110;84;73065;90;ENT;3.0;Auvergne-Rhône-Alpes;128.99024469691696;386.9707340907509;CA Chambéry Métropole-Coeur des Bauges;Point;[5.908826049, 45.583611651];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.583611651, 5.908826049];2018;CA;RESIDENTIEL;73;1;Chambéry;Savoie;200069110;84;73065;;RES;31548.0;Auvergne-Rhône-Alpes;2.911532600904814;91853.03049334507;CA Chambéry Métropole-Coeur des Bauges;Point;[5.908826049, 45.583611651];7.57438239883726;1.99782062715261;6.19102358779188;13.0207029162476;30.3777018745666;37.279010374741;9.0681023109362;24.0411192652916;19.1537621186439;9.01715362241091;58653.0;85.9307092014563;8.40222091783913;14.9809982432035;98.2221590757798;18.8960042681763;15.85561745636;0.5076644318778857;0.5337945355629875;1702.8984999999993;16840.15000794113;17.44;16015.797496883535;9405.021788957793;2.403868169026928;0.29811784547222625;75837.23299646153;1790.548749999999
[45.565057739, 6.206490482];2018;CC;AGRICULTURE;73;0;Chamousset;Savoie;200041010;84;73068;03;ENT;1.0;Auvergne-Rhône-Alpes;549.260750153056;549.260750153056;CC Coeur de Savoie;Point;[6.206490482, 45.565057739];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.565057739, 6.206490482];2018;CC;TERTIAIRE;73;0;Chamousset;Savoie;200041010;84;73068;82;ENT;1.0;Auvergne-Rhône-Alpes;70.17843764683724;70.17843764683724;CC Coeur de Savoie;Point;[6.206490482, 45.565057739];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.534325606, 6.218867523];2018;CC;INDUSTRIE;73;0;Chamoux-sur-Gelon;Savoie;200041010;84;73069;41;ENT;1.0;Auvergne-Rhône-Alpes;5.478166413823225;5.478166413823225;CC Coeur de Savoie;Point;[6.218867523, 45.534325606];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.534325606, 6.218867523];2018;CC;TERTIAIRE;73;0;Chamoux-sur-Gelon;Savoie;200041010;84;73069;84;ENT;1.0;Auvergne-Rhône-Alpes;13.110184323115185;13.110184323115185;CC Coeur de Savoie;Point;[6.218867523, 45.534325606];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.534325606, 6.218867523];2018;CC;INCONNU;73;0;Chamoux-sur-Gelon;Savoie;200041010;84;73069;;PRO;8.0;Auvergne-Rhône-Alpes;9.053102724306727;72.42482179445382;CC Coeur de Savoie;Point;[6.218867523, 45.534325606];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.626352209, 5.666670671];2018;CC;TERTIAIRE;73;0;Champagneux;Savoie;247300528;84;73070;84;ENT;2.0;Auvergne-Rhône-Alpes;109.38253222081639;218.76506444163277;CC Val Guiers;Point;[5.666670671, 45.626352209];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.450667065, 6.778524794];2018;CC;INDUSTRIE;73;0;Champagny-en-Vanoise;Savoie;200040798;84;73071;10;ENT;1.0;Auvergne-Rhône-Alpes;50.53823642842676;50.53823642842676;CC Val Vanoise;Point;[6.778524794, 45.450667065];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.450667065, 6.778524794];2018;CC;TERTIAIRE;73;0;Champagny-en-Vanoise;Savoie;200040798;84;73071;49;ENT;6.0;Auvergne-Rhône-Alpes;267.72448944151705;1606.3469366491022;CC Val Vanoise;Point;[6.778524794, 45.450667065];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.450667065, 6.778524794];2018;CC;TERTIAIRE;73;0;Champagny-en-Vanoise;Savoie;200040798;84;73071;68;ENT;14.0;Auvergne-Rhône-Alpes;84.36934505990223;1181.1708308386312;CC Val Vanoise;Point;[6.778524794, 45.450667065];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.450667065, 6.778524794];2018;CC;RESIDENTIEL;73;0;Champagny-en-Vanoise;Savoie;200040798;84;73071;;RES;1225.0;Auvergne-Rhône-Alpes;4.86514643539719;5959.804383361557;CC Val Vanoise;Point;[6.778524794, 45.450667065];5.24475524475524;3.14685314685315;11.5384615384615;26.2237762237762;21.3286713286713;8.74125874125874;12.5874125874126;35.6643356643357;17.8321678321678;2.44755244755245;609.0;66.904422253923;2.0979020979021;34.6153846153846;20.8454810495627;18.5314685314685;36.3636363636364;2.6282221361345632;2.801022081450767;2092.109083333333;3431.25204977719;54.02;3219.57211676484;1538.91216400396;2.236924299262626;1.2562548277583347;2740.232266596717;2229.6607499999986
[45.804130615, 5.79674086];2018;CA;AGRICULTURE;73;1;Chanaz;Savoie;200068674;84;73073;;PRO;;Auvergne-Rhône-Alpes;;;CA Grand Lac - CA du Lac du Bourget;Point;[5.79674086, 45.804130615];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.523351436, 6.013824856];2018;CC;INDUSTRIE;73;0;Chignin;Savoie;200041010;84;73084;28;ENT;1.0;Auvergne-Rhône-Alpes;27.34224549201946;27.34224549201946;CC Coeur de Savoie;Point;[6.013824856, 45.523351436];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.686223923, 6.604095517];2018;CA;TERTIAIRE;73;0;Beaufort;Savoie;200068997;84;73034;49;ENT;7.0;Auvergne-Rhône-Alpes;143.63901198649043;1005.473083905433;CA Arlysère;Point;[6.604095517, 45.686223923];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.686223923, 6.604095517];2018;CA;TERTIAIRE;73;0;Beaufort;Savoie;200068997;84;73034;55;ENT;7.0;Auvergne-Rhône-Alpes;210.71754105250386;1475.022787367527;CA Arlysère;Point;[6.604095517, 45.686223923];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.686223923, 6.604095517];2018;CA;TERTIAIRE;73;0;Beaufort;Savoie;200068997;84;73034;56;ENT;2.0;Auvergne-Rhône-Alpes;41.75056656298432;83.50113312596864;CA Arlysère;Point;[6.604095517, 45.686223923];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.686223923, 6.604095517];2018;CA;TERTIAIRE;73;0;Beaufort;Savoie;200068997;84;73034;87;ENT;1.0;Auvergne-Rhône-Alpes;195.4782939625287;195.4782939625287;CA Arlysère;Point;[6.604095517, 45.686223923];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.686223923, 6.604095517];2018;CA;INDUSTRIE;73;0;Beaufort;Savoie;200068997;84;73034;;PRO;41.0;Auvergne-Rhône-Alpes;7.091692177462871;290.7593792759777;CA Arlysère;Point;[6.604095517, 45.686223923];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.738087469, 6.144251427];2018;CA;INDUSTRIE;73;0;Bellecombe-en-Bauges;Savoie;200069110;84;73036;16;ENT;1.0;Auvergne-Rhône-Alpes;26.68595359030894;26.68595359030894;CA Chambéry Métropole-Coeur des Bauges;Point;[6.144251427, 45.738087469];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.567443638, 5.665857793];2018;CC;INDUSTRIE;73;0;Belmont-Tramonet;Savoie;247300528;84;73039;22;ENT;3.0;Auvergne-Rhône-Alpes;1739.1334065931744;5217.400219779523;CC Val Guiers;Point;[5.665857793, 45.567443638];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.567443638, 5.665857793];2018;CC;TERTIAIRE;73;0;Belmont-Tramonet;Savoie;247300528;84;73039;94;ENT;1.0;Auvergne-Rhône-Alpes;95.87892434640465;95.87892434640465;CC Val Guiers;Point;[5.665857793, 45.567443638];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.567443638, 5.665857793];2018;CC;INCONNU;73;1;Belmont-Tramonet;Savoie;247300528;84;73039;;PRO;;Auvergne-Rhône-Alpes;;;CC Val Guiers;Point;[5.665857793, 45.567443638];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.567443638, 5.665857793];2018;CC;RESIDENTIEL;73;0;Belmont-Tramonet;Savoie;247300528;84;73039;;RES;248.0;Auvergne-Rhône-Alpes;6.989568974689136;1733.4131057229058;CC Val Guiers;Point;[5.665857793, 45.567443638];1.9417317918423;3.8834635836846;15.5339977559363;27.6699170690826;8.73784087035632;6.31067613055345;23.7864056783321;17.9611624957392;2.91259768776345;0.0;572.0;3.34391340057692;4.85437728667172;61.6504624616528;92.0358456246321;24.7572715742532;25.7281374701744;;;;;;;;;;;
[45.719041667, 5.814223822];2018;CC;TERTIAIRE;73;0;Billième;Savoie;247300262;84;73042;;PRO;13.0;Auvergne-Rhône-Alpes;7.498264006078521;97.47743207902077;CC de Yenne;Point;[5.814223822, 45.719041667];;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2018;CC;TERTIAIRE;73;0;Francin;Savoie;200041010;84;73118;36;ENT;1.0;Auvergne-Rhône-Alpes;541.6486666666666;541.6486666666666;CC Coeur de Savoie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2018;CC;TERTIAIRE;73;0;Francin;Savoie;200041010;84;73118;68;ENT;4.0;Auvergne-Rhône-Alpes;93.9568955914071;375.8275823656284;CC Coeur de Savoie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2018;CC;TERTIAIRE;73;0;Francin;Savoie;200041010;84;73118;70;ENT;1.0;Auvergne-Rhône-Alpes;25.37247039122794;25.37247039122794;CC Coeur de Savoie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2018;CC;TERTIAIRE;73;0;Francin;Savoie;200041010;84;73118;84;ENT;2.0;Auvergne-Rhône-Alpes;57.43793299872886;114.87586599745772;CC Coeur de Savoie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.18380356, 6.612348855];2018;CC;INCONNU;73;1;Freney;Savoie;200070340;84;73119;;PRO;;Auvergne-Rhône-Alpes;;;CC Haute-Maurienne Vanoise;Point;[6.612348855, 45.18380356];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.632697308, 6.311591459];2018;CA;INDUSTRIE;73;0;Frontenex;Savoie;200068997;84;73121;23;ENT;1.0;Auvergne-Rhône-Alpes;53.52066666666666;53.52066666666666;CA Arlysère;Point;[6.311591459, 45.632697308];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.632697308, 6.311591459];2018;CA;INDUSTRIE;73;0;Frontenex;Savoie;200068997;84;73121;25;ENT;6.0;Auvergne-Rhône-Alpes;441.20379296930423;2647.2227578158254;CA Arlysère;Point;[6.311591459, 45.632697308];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.652936677, 6.349964596];2018;CA;INDUSTRIE;73;0;Gilly-sur-Isère;Savoie;200068997;84;73124;08;ENT;1.0;Auvergne-Rhône-Alpes;1832.891;1832.891;CA Arlysère;Point;[6.349964596, 45.652936677];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.652936677, 6.349964596];2018;CA;INDUSTRIE;73;0;Gilly-sur-Isère;Savoie;200068997;84;73124;22;ENT;1.0;Auvergne-Rhône-Alpes;218.546761354503;218.546761354503;CA Arlysère;Point;[6.349964596, 45.652936677];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.652936677, 6.349964596];2018;CA;INDUSTRIE;73;0;Gilly-sur-Isère;Savoie;200068997;84;73124;28;ENT;3.0;Auvergne-Rhône-Alpes;397.00897780313716;1191.0269334094114;CA Arlysère;Point;[6.349964596, 45.652936677];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.652936677, 6.349964596];2018;CA;TERTIAIRE;73;0;Gilly-sur-Isère;Savoie;200068997;84;73124;36;ENT;1.0;Auvergne-Rhône-Alpes;1474.2601666666667;1474.2601666666667;CA Arlysère;Point;[6.349964596, 45.652936677];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.652936677, 6.349964596];2018;CA;TERTIAIRE;73;0;Gilly-sur-Isère;Savoie;200068997;84;73124;55;ENT;1.0;Auvergne-Rhône-Alpes;309.025311361487;309.025311361487;CA Arlysère;Point;[6.349964596, 45.652936677];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.652936677, 6.349964596];2018;CA;AGRICULTURE;73;0;Gilly-sur-Isère;Savoie;200068997;84;73124;;PRO;3.0;Auvergne-Rhône-Alpes;17.496790178337648;52.49037053501294;CA Arlysère;Point;[6.349964596, 45.652936677];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.643430458, 5.845851099];2018;CA;TERTIAIRE;73;0;Le Bourget-du-Lac;Savoie;200068674;84;73051;47;ENT;1.0;Auvergne-Rhône-Alpes;114.50973754887319;114.50973754887319;CA Grand Lac - CA du Lac du Bourget;Point;[5.845851099, 45.643430458];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.643430458, 5.845851099];2018;CA;TERTIAIRE;73;0;Le Bourget-du-Lac;Savoie;200068674;84;73051;55;ENT;2.0;Auvergne-Rhône-Alpes;76.60749908080103;153.21499816160207;CA Grand Lac - CA du Lac du Bourget;Point;[5.845851099, 45.643430458];;;;;;;;;;;;;;;;;;;;;;;;;;;;
[45.643430458, 5.845851099];2018;CA;TERTIAIRE;73;0;Le Bourget-du-Lac;Savoie;200068674;84;73051;56;ENT;4.0;Auvergne-Rhône-Alpes;110.3371690628127;441.3486762512508;CA Grand Lac - CA du Lac du Bourget;Point;[5.845851099, 45.643430458];;;;;;;;;;;;;;;;;;;;;;;;;;;;
